id,level1,level2,level3,level4,testscripts,processflow
N304,Order to Cash,Third-Party Order Processing,Billing & Invoicing,Debit Memo / Credit Memo Processing,,
N305,Order to Cash,Third-Party Order Processing,Billing & Invoicing,Accounts Receivables - Incoming Payment,,
N306,Order to Cash,Reverse Logistics,Return Order Processing ,Returns Order Creation,,
N307,Order to Cash,Reverse Logistics,Return Order Processing ,Returns Approval,,
N308,Order to Cash,Reverse Logistics,Return Receipt Processing,Delivery for Returns,,
N309,Order to Cash,Reverse Logistics,Return Receipt Processing,Open Inspection Lot for Returns,,
N310,Order to Cash,Reverse Logistics,Return Receipt Processing,Goods Receipt Processing for Returns,,
N311,Order to Cash,Reverse Logistics,Return Receipt Processing,Stock Placement Processing of Returns,,
N312,Order to Cash,Reverse Logistics,Return Receipt Processing,Difference Processing - Inspection,,
N313,Order to Cash,Reverse Logistics,Credit Memo Processing,Returns Credit Memo Processing,,
N314,Order to Cash,Debit/Credit Memo Processing,Debit/Credit Memo Processing,Creation of Credit/Debit Memo Request (With / Without Reference),,
N315,Order to Cash,Debit/Credit Memo Processing,Debit/Credit Memo Processing,Price / Quantity Update,,
N316,Order to Cash,Debit/Credit Memo Processing,Debit/Credit Memo Processing,Request Approval,,
N317,Order to Cash,Debit/Credit Memo Processing,Debit/Credit Memo Processing,Creation of Credit/Debit Memo,,
N318,Order to Cash,Debit/Credit Memo Processing,Debit/Credit Memo Processing,Credit/Debit Memo Cancellation,,
N319,Service Management,Master Data,Business Partner,Customer Master,,
N320,Service Management,Master Data,Business Partner,Vendor Master,,
N321,Service Management,Master Data,Work Center Master,Maintain Work Center,,
N322,Service Management,Master Data,Functional Location,Maintain Functional Location & Structure,,
N323,Service Management,Master Data,Equipment,Maintain Equipment Master,,
N324,Service Management,Master Data,Task List for Equipment,Maintain Task List for Equipment,,
N325,Service Management,Master Data,Task List for Functional Location,Maintain Task List for Functional Location,,
N326,Service Management,Master Data,General Task List,Maintain General Task List,,
N327,Service Management,Master Data,Equipment Bill of Material,Equipment Bill of Material & Structure,,
N328,Service Management,Master Data,Catalog,Maintain Catalog Code Groups and Codes,,
N329,Service Management,Master Data,Measuring Point/Counter,Maintain Equipment Measuring Point/Counter,,
N330,Service Management,Master Data,Pricing Conditions,Maintain Condition record for Pricing,,
N331,Service Management,Master Data,Installed Base,Maintain Installed Base for Technical Objects,,
N332,Service Management,Master Data,Maintenance/Service Plan,Planned Maintenance/Service Plan,,
N333,Service Management,Repair Processing at Customer (Field Service),Service Contract & Project,Maintain Service Contract & Project,,
N334,Service Management,Repair Processing at Customer (Field Service),Service Notification,Service Notification Process,,
N335,Service Management,Repair Processing at Customer (Field Service),Service Notification,Entry of Technical Findings,,
N336,Service Management,Repair Processing at Customer (Field Service),Quotation,Quotation Process (If Required),,
N337,Service Management,Repair Processing at Customer (Field Service),Sales Order Process,Sales Order Process (For Fixed Price Billing Based on Quotation),,
N338,Service Management,Repair Processing at Customer (Field Service),Service Order Process,Service Order Creation and Processing,,
N339,Service Management,Repair Processing at Customer (Field Service),Service Order Process,Resource Planning & Scheduling,,
N340,Service Management,Repair Processing at Customer (Field Service),Service Order Process,Service Order Permit (If Required),,
N341,Service Management,Repair Processing at Customer (Field Service),Service Order Process,Service Order Release,,
N342,Service Management,Repair Processing at Customer (Field Service),Service Order Process,Service Order Printing,,
N343,Service Management,Repair Processing at Customer (Field Service),Service Order Process,Service Order Execution,,
N344,Service Management,Repair Processing at Customer (Field Service),Goods Movements,Goods Issue Processing (Consumption of Spare Parts),,
N345,Service Management,Repair Processing at Customer (Field Service),Service Order Process,Labour/Technician Time Confirmation through CATS,,
N346,Service Management,Repair Processing at Customer (Field Service),Service Order Process,Technical Order/Notification Completion,,
N347,Service Management,Repair Processing at Customer (Field Service),Settlement and Completion,Service Order Settlement,,
N348,Service Management,Repair Processing at Customer (Field Service),Settlement and Completion,Closing the Service Order – Business View,,
N349,Service Management,Repair Processing at Customer (Field Service),Sales Order Process,Fixed Price Billing (If Required),,
N350,Service Management,Repair Processing at Customer (Field Service),Service Order Process,Resource-Related Billing (If Required),,
N351,Service Management,Repair Processing at Customer (Field Service),Service Contract Process,Contract Periodic Billing (If Required),,
N352,Service Management,Repair Processing at Customer (Field Service),Revenue Analysis,Revenue & Cost Analysis,,
N353,Service Management,Repair Processing at Customer (Field Service),Revenue Analysis,Revenue Recognition,,
N354,Service Management,Repair Processing in Service Center (Inhouse),Service Contract (With or Without),Maintain Service Contract (if applicable),,
N355,Service Management,Repair Processing in Service Center (Inhouse),Service Notification,Service Notification Creation and Processing,,
N356,Service Management,Repair Processing in Service Center (Inhouse),Repair Order Process,Repair Order,,
N357,Service Management,Repair Processing in Service Center (Inhouse),Repair Order Process,Return Delivery Creation with reference to Repair Order,,
N358,Service Management,Repair Processing in Service Center (Inhouse),Repair Order Process,Repair Order Update & Create Service Order,,
N359,Service Management,Repair Processing in Service Center (Inhouse),Service Order Process,Service Order Resource Planning & Scheduling,,
N360,Service Management,Repair Processing in Service Center (Inhouse),Repair Order Process - Quotation,Quotation Process (If Required),,
N361,Service Management,Repair Processing in Service Center (Inhouse),Repair Order Process - Scrap & Credit Memo,Scrap & Credit Memo Process (If Required),,
N362,Service Management,Repair Processing in Service Center (Inhouse),Repair Order Process - Exchange & Delivery,Exchange Process (If Required),,
N363,Service Management,Repair Processing in Service Center (Inhouse),Repair Order Process - Loan & Delivery,Loan & Pickup Process (If Required),,
N364,Service Management,Repair Processing in Service Center (Inhouse),Goods Movement,Goods Issue to Service Order (Spare Parts Consumption),,
N365,Service Management,Repair Processing in Service Center (Inhouse),Service Order Process,Labour/Technician Time Confirmation through CATS,,
N366,Service Management,Repair Processing in Service Center (Inhouse),Procurement Process,Subcontracting (Third Party Repair),,
N367,Service Management,Repair Processing in Service Center (Inhouse),Service Order Process,Close Service Order/Notification – Quality check and Technically Complete.,,
N368,Service Management,Repair Processing in Service Center (Inhouse),Delivery & Billing,Create Delivery & Billing Request,,
N369,Service Management,Repair Processing in Service Center (Inhouse),Delivery & Billing,Create the Billing Document,,
N370,Service Management,Repair Processing in Service Center (Inhouse),Settlement and Completion,Settlement Service Orders,,
N371,Service Management,Repair Processing in Service Center (Inhouse),Settlement and Completion,Closing the Service Order – Business View,,
N372,Service Management,Repair Processing in Service Center (Inhouse),Revenue Analysis,Revenue & Cost Analysis,,
N373,Service Management,Repair Processing in Service Center (Inhouse),Revenue Analysis,Revenue Recognition,,
N374,Service Management,Planned Services,Service Contract and Project,Maintain Service Contract and Project,,
N375,Service Management,Planned Services,Maintenance Plan,Maintain Maintenance Plan,,
N376,Service Management,Planned Services,Maintenance Schedule,Maintenance Plan Scheduling,,
N377,Service Management,Planned Services,Service Order Process,Auto Generation of planned service Notification and Service Order,,
N378,Service Management,Planned Services,Service Order Process,List of planned services (Notification/Orders),,
N379,Service Management,Planned Services,Service Order Process,Update Service Notification/Service Order,,
N380,Service Management,Planned Services,Service Order Process,Service Order Resource Planning & Scheduling,,
N381,Service Management,Planned Services,Service Order Process,Labour/Technician Time Confirmation through CATS,,
N382,Service Management,Planned Services,Service Order Process,Goods Movement (Spare Parts Consumption),,
N383,Service Management,Planned Services,External Service Process,Purchase Order Process: Assigned Purchase Requisitions,,
N384,Service Management,Planned Services,External Service Process,Maintain Service Entry Sheet,,
N385,Service Management,Planned Services,External Service Process,Approve the Service Entry Sheet,,
N386,Service Management,Planned Services,External Service Process,Invoice Verification,,
N387,Service Management,Planned Services,Service Order Process,Close the Service Order/Notification – Technical complete.,,
N388,Service Management,Planned Services,Service Order Process,Resource-Related Billing (If Required),,
N389,Service Management,Planned Services,Service Contract Process,Contract Periodic Billing (If Required),,
N390,Service Management,Planned Services,Settlement and Completion,Settlement Service Orders,,
N391,Service Management,Planned Services,Settlement and Completion,Closing the Service Order – Business View,,
N392,Service Management,Planned Services,Revenue Analysis,Revenue & Cost Analysis,,
N393,Service Management,Planned Services,Revenue Analysis,Revenue Recognition,,
N394,Service Management,Project with Sales and Service Process,Service Contract Process,Maintain Service Contract & Project,,
N395,Service Management,Project with Sales and Service Process,Project Process,Maintain Project and update,,
N396,Service Management,Project with Sales and Service Process,Project Process,Cost Elements Planning/Activity & Settlement Rules,,
N397,Service Management,Project with Sales and Service Process,Sales Order Process,Customer Sales Order,,
N398,Service Management,Project with Sales and Service Process,Sales Order Process,Update Sales Order,,
N399,Service Management,Project with Sales and Service Process,Sales Order Process,Delivery Processing,,
N400,Service Management,Project with Sales and Service Process,Sales Order Process,Billing,,
N401,Service Management,Project with Sales and Service Process,Service Order Process,Service Order Creation and Processing,,
N402,Service Management,Project with Sales and Service Process,Service Order Process,Resource Planning & Scheduling,,
N403,Service Management,Project with Sales and Service Process,Service Order Process,Service Order Execution,,
N404,Service Management,Project with Sales and Service Process,Goods Movements,Goods Issue Processing (Consumption of Spare Parts),,
N405,Service Management,Project with Sales and Service Process,Service Order Process,Labour/Technician Time Confirmation through CATS,,
N406,Service Management,Project with Sales and Service Process,Service Order Process,Technical Order Completion,,
N407,Service Management,Project with Sales and Service Process,Settlement and Completion,Service Order Settlement,,
N408,Service Management,Project with Sales and Service Process,Settlement and Completion,Closing the Service Order – Business View,,
N409,Service Management,Project with Sales and Service Process,Service Contract Process,Contract Periodic Billing (If Required),,
N410,Service Management,Project with Sales and Service Process,Service Order Process,Resource-Related Billing Request,,
N411,Service Management,Project with Sales and Service Process,Service Order Process,Invoice for the Billing Memo Request,,
N412,Service Management,Project with Sales and Service Process,Settlement and Completion,Completed Projects Closure (Technical View),,
N413,Service Management,Project with Sales and Service Process,Revenue Analysis,Revenue & Cost Analysis,,
N414,Service Management,Sales & Delivery-Spare Parts,Presales,Spare Parts Request Processing,,
N415,Service Management,Sales & Delivery-Spare Parts,Service Notification,Service Notification Creation and Processing,,
N416,Service Management,Sales & Delivery-Spare Parts,Service Notification,Notification Update,,
N417,Service Management,Sales & Delivery-Spare Parts,Quotation Process,Spare Parts Quotation Processing,,
N418,Service Management,Sales & Delivery-Spare Parts,Sales Order Process,Spare Parts Sales Order Processing,,
N419,Service Management,Sales & Delivery-Spare Parts,Delivery,Confirmation of Spare Parts & Picking,,
N420,Service Management,Sales & Delivery-Spare Parts,Delivery,Goods Issue Processing,,
N421,Service Management,Sales & Delivery-Spare Parts,Sales Order Process,Delivery Processing,,
N422,Service Management,Sales & Delivery-Spare Parts,Billing Process,Billing,,
N423,Service Management,Sales & Delivery-Spare Parts,Service Notification,Complete Notification,,
N424,Service Management,Service Quotation and Order Process,Service Notification,Service Notification Process,,
N425,Service Management,Service Quotation and Order Process,Service Order Process,Service Order Process,,
N426,Service Management,Service Quotation and Order Process,Quotation Process,Quotation Creation,,
N427,Service Management,Service Quotation and Order Process,Quotation Process,Quotation Acceptance,,
N428,Service Management,Service Quotation and Order Process,Service Order Process,Service Order Release and update,,
N429,Service Management,Service Quotation and Order Process,Service Order Process,Labour/Technician Time Confirmation through CATS,,
N430,Service Management,Service Quotation and Order Process,Service Order Process,Material Issue (if required),,
N431,Service Management,Service Quotation and Order Process,Service Order Process,Close Service Order/Notification – Technically Complete.,,
N432,Service Management,Service Quotation and Order Process,Billing Process,Create Billing Request,,
N433,Service Management,Service Quotation and Order Process,Billing Process,Create the Billing Document,,
N434,Service Management,Service Quotation and Order Process,Settlement and Completion,Closing the Service Order – Business View,,
N435,Service Management,Service Quotation and Order Process,Revenue Analysis,Revenue Analysis,,
N436,Service Management,Service and Warranty Processing,Service Notification,Service Notification Creation and Processing,,
N437,Service Management,Service and Warranty Processing,Repair Order Process,Repair Order,,
N438,Service Management,Service and Warranty Processing,Repair Order Process,Return Delivery Creation with reference to Repair Order,,
N439,Service Management,Service and Warranty Processing,Repair Order Process,Repair Order Update & Create Service Order,,
N440,Service Management,Service and Warranty Processing,Service Order Create,Service Order Creation and Processing,,
N441,Service Management,Service and Warranty Processing,Service Order Process,Service Order process-Resource Planning & Scheduling,,
N442,Service Management,Service and Warranty Processing,Goods Movement,Goods Issue to Service Order (Spare Parts Consumption),,
N443,Service Management,Service and Warranty Processing,Service Order Process,Labour/Technician Time Confirmation through CATS,,
N444,Service Management,Service and Warranty Processing,Service Order Process,Close Service Order/Notification – Quality check and Technically Complete.,,
N445,Service Management,Service and Warranty Processing,Delivery & Shipping,Create Delivery & Shipping,,
N446,Service Management,Service and Warranty Processing,Settlement and Completion,Settlement Service Orders,,
N447,Service Management,Supply Replacement Material,Service Notification,Service Notification Creation and Processing,,
N448,Service Management,Supply Replacement Material,Sales Order & Delivery Process,Create Return Sales Order and Delivery,,
N449,Service Management,Supply Replacement Material,Goods Movement,Goods Return Process,,
N450,Service Management,Supply Replacement Material,Delivery Process,Delivery & Shipping Processing,,
N451,Service Management,Supply Replacement Material,Goods Movement,Post Goods Issue,,
N452,Service Management,Supply Replacement Material,Stock Overview,Stock Overview,,
N453,Service Management,Supply Replacement Material,Billing Process,Billing Document,,
N454,Service Management,Sales & Delivery-Miscellaneous,Sales Order Process,Sales Order Creation,,
N455,Service Management,Sales & Delivery-Miscellaneous,Procurement Process,Purchase Order creation,,
N456,Service Management,Sales & Delivery-Miscellaneous,Procurement Process,Goods Receipt,,
N457,Service Management,Sales & Delivery-Miscellaneous,Delivery Process,Delivery & Shipping Processing,,
N458,Service Management,Sales & Delivery-Miscellaneous,Billing Process,Billing Document,,
N459,Service Management,Internal Maintenance/Service Process,Master Data,Technical Object ,,
N460,Service Management,Internal Maintenance/Service Process,Service Order Process,Internal Repair/Service Order,,
N461,Service Management,Internal Maintenance/Service Process,Service Order Process,Internal Repair/Service Order Resource Planning & Scheduling,,
N462,Service Management,Internal Maintenance/Service Process,Procurement Process,Purchase Order for external procurement/maintenance,,
N463,Service Management,Internal Maintenance/Service Process,Procurement Process,Goods receipt/service entry confirmation,,
N464,Service Management,Internal Maintenance/Service Process,Procurement Process,Invoice for external procurement/maintenance,,
N465,Service Management,Internal Maintenance/Service Process,Service Order Process,Service Order Release and update,,
N466,Service Management,Internal Maintenance/Service Process,Service Order Process,Labour/Technician Time Confirmation through CATS,,
N467,Service Management,Internal Maintenance/Service Process,Service Order Process,Technical Completion,,
N468,Service Management,Internal Maintenance/Service Process,Settlement and Completion,Settlement Service Orders,,
N469,Service Management,Internal Maintenance/Service Process,Settlement and Completion,Closing the Service Order – Business View,,
N470,Service Management,Return Material Authorization (RMA),Standard Exchange,Return Sales Order,,
N471,Service Management,Return Material Authorization (RMA),Standard Exchange,Return Delivery Process,,
N472,Service Management,Return Material Authorization (RMA),Standard Exchange,Post Goods Receipt,,
N473,Service Management,Return Material Authorization (RMA),Standard Exchange,Stock Transfer,,
N474,Service Management,Return Material Authorization (RMA),Standard Exchange,Replacement Sales Order,,
N475,Service Management,Return Material Authorization (RMA),Standard Exchange,Replacement Delivery,,
N476,Service Management,Return Material Authorization (RMA),Standard Exchange,Post Goods Issue,,
N477,Service Management,Return Material Authorization (RMA),Standard Exchange,Customs Invoice,,
N478,Service Management,Return Material Authorization (RMA),Issue Credit Note on Returns,Return Sales Order,,
N479,Service Management,Return Material Authorization (RMA),Issue Credit Note on Returns,Return Delivery Process,,
N480,Service Management,Return Material Authorization (RMA),Issue Credit Note on Returns,Post Goods Receipt,,
N481,Service Management,Return Material Authorization (RMA),Issue Credit Note on Returns,Credit Note Process,,
N482,Service Management,Return Material Authorization (RMA),Issue Credit Note on Returns,Print Credit Note,,
N483,Service Management,Return Material Authorization (RMA),Customer RMA Return to Vendor,Return Sales Order,,
N484,Service Management,Return Material Authorization (RMA),Customer RMA Return to Vendor,Credit Note/Replacement Process,,
N485,Service Management,Return Material Authorization (RMA),Customer RMA Return to Vendor,Print Credit Invoice,,
N486,Service Management,Return Material Authorization (RMA),Customer RMA Return to Vendor,Post Goods Receipt,,
N487,Service Management,Return Material Authorization (RMA),Customer RMA Return to Vendor,Quality Notification,,
N488,Service Management,Return Material Authorization (RMA),Customer RMA Return to Vendor,Return PO,,
N489,Service Management,Return Material Authorization (RMA),Customer RMA Return to Vendor,Return Delivery,,
N490,Service Management,Return Material Authorization (RMA),Customer RMA Return to Vendor,Goods Issue to Vendor,,
N491,Service Management,Return Material Authorization (RMA),Customer RMA Return to Vendor,Goods Receipt of Replaced Parts,,
N492,Service Management,Return Material Authorization (RMA),Customer RMA Return to Vendor,Credit Note for Replaced Parts,,
N493,Service Management,Return Material Authorization (RMA),Scrapping of Parts and Replacement,Return Sales Order,,
N494,Service Management,Return Material Authorization (RMA),Scrapping of Parts and Replacement,Return Delivery Process,,
N495,Service Management,Return Material Authorization (RMA),Scrapping of Parts and Replacement,Post Goods Receipt,,
N496,Service Management,Return Material Authorization (RMA),Scrapping of Parts and Replacement,Quality Notification,,
N497,Service Management,Return Material Authorization (RMA),Scrapping of Parts and Replacement,Post the scrap movement,,
N498,Service Management,Return Material Authorization (RMA),Scrapping of Parts and Replacement,Replacement Sales Order,,
N499,Service Management,Return Material Authorization (RMA),Scrapping of Parts and Replacement,Replacement Delivery,,
N500,Service Management,Return Material Authorization (RMA),Scrapping of Parts and Replacement,Post Goods Issue,,
N501,Service Management,Return Material Authorization (RMA),Scrapping of Parts and Replacement,Create Customs Invoice,,
N502,Service Management,Sales & Delivery-Inhouse Manufacturing,Sales Order Process,Sales Order Creation,,
N503,Service Management,Sales & Delivery-Inhouse Manufacturing,Production Process,"Production Order Creation, Goods Movement and Confirmation",,
N504,Service Management,Sales & Delivery-Inhouse Manufacturing,Delivery Process,Delivery & Shipping Processing,,
N505,Service Management,Sales & Delivery-Inhouse Manufacturing,Billing Process,Billing Creation,,
N506,Procure to Pay,Master Data,Material Master,Material Master Processing,,
N507,Procure to Pay,Master Data,Material Master,Service Master Processing,,
N508,Procure to Pay,Master Data,Business Partner,Vendor Master Processing,,
N509,Procure to Pay,Master Data,Source List,Source List Processing,,
N510,Procure to Pay,Master Data,Purchasing info record,Purchasing info record Processing,,
N511,Procure to Pay,Material Planning,Material Requirements Planning,Carry out Material Requirements Planning,,
N512,Procure to Pay,Procurement,Purchase Requisition,Purchase Requisitions Processing,,
N513,Procure to Pay,Procurement,Purchase Requisition,Purchase Requisitions Approval,,
N514,Procure to Pay,Procurement,Sourcing,Supplier Pre-Qualification,,
N515,Procure to Pay,Procurement,Sourcing,Manage Requests for Quotation,,
N516,Procure to Pay,Procurement,Sourcing,Request for Quotations Approval,,
N517,Procure to Pay,Procurement,Sourcing,Print Requests for Quotation & Distribution,,
N518,Procure to Pay,Procurement,Sourcing,Receive Supplier Quotations,,
N519,Procure to Pay,Procurement,Sourcing,Compare Supplier Quotations,,
N520,Procure to Pay,Procurement,Sourcing,Print Supplier Quotations Comparison,,
N521,Procure to Pay,Procurement,Sourcing,Approval of Awarded Quotation,,
N522,Procure to Pay,Procurement,Contract,Purchase Contracts Processing -Quantity (Local / Imported),,
N523,Procure to Pay,Procurement,Contract,Purchase Contracts Processing -Value (Local / Imported),,
N524,Procure to Pay,Procurement,Contract,Purchase Contracts Amendment,,
N525,Procure to Pay,Procurement,Contract,Purchase Contracts Approval,,
N526,Procure to Pay,Procurement,Contract,Print Purchase Contracts & Distribution,,
N527,Procure to Pay,Procurement,Contract,Contracts Cancellation,,
N528,Procure to Pay,Procurement,Purchase Order (PO),Purchase Order Processing –Local,,
N529,Procure to Pay,Procurement,Purchase Order,Purchase Order Processing – Imported,,
N530,Procure to Pay,Procurement,Purchase Order,Purchase Order Processing – Direct Site Supply,,
N531,Procure to Pay,Procurement,Purchase Order,Purchase Order Processing – Service,,
N532,Procure to Pay,Procurement,Purchase Order,Purchase Order Processing - Sub-contracting ,,
N533,Procure to Pay,Procurement,Purchase Order,Purchase Order Processing - Indirect,,
N534,Procure to Pay,Procurement,Purchase Order,Purchase Order Amendment,,
N535,Procure to Pay,Procurement,Stock Transfer Order,Stock Transfer Order - Intra Company,,
N536,Procure to Pay,Procurement,Stock Transfer Order,Stock Transfer Order - Inter Company,,
N537,Procure to Pay,Procurement,Stock Transfer Order,Stock Transfer Order Amendment,,
N538,Procure to Pay,Procurement,Purchase Order,Purchase Orders Approval,,
N539,Procure to Pay,Procurement,Purchase Order,Print Purchase Orders & Distribution,,
N540,Procure to Pay,Procurement,Purchase Order,Purchase Orders Cancelation,,
N541,Procure to Pay,Procurement,Shipping Notifications/Confirmations,Process Order Acknowledgement,,
N542,Procure to Pay,Procurement,Shipping Notifications/Confirmations,Inbound Delivery Processing,,
N543,Procure to Pay,Procurement,Vendor Evaluation,Carryout evaluation,,
N544,Procure to Pay,Procurement,Vendor Evaluation,Compare evaluations,,
N545,Procure to Pay,Procurement,Vendor Evaluation,Ranking list of vendors,,
N546,Procure to Pay,Inventory Management,Goods Receipt,Goods Receipt Processing w.r.t PO,,
N547,Procure to Pay,Inventory Management,Goods Receipt,"Carryout inspection, record results",,
N548,Procure to Pay,Inventory Management,Goods Receipt,Return defective materials to supplier,,
N549,Procure to Pay,Inventory Management,Goods Receipt,Goods Receipt Processing without reference to PO,,
N550,Procure to Pay,Inventory Management,Goods Receipt,Initial Stock Upload,,
N551,Procure to Pay,Inventory Management,Warehouse,Create Transfer Order ,,
N552,Procure to Pay,Inventory Management,Warehouse,Putaway ,,
N553,Procure to Pay,Inventory Management,Material Transfers,Inter-Store Transfers Processing,,
N554,Procure to Pay,Inventory Management,Material Transfers,Transfer Posting,,
N555,Procure to Pay,Inventory Management,Material Requisition,Reservations Processing,,
N556,Procure to Pay,Inventory Management,Goods Issue without Delivery,Goods Issue Processing ,,
N557,Procure to Pay,Inventory Management,Goods Issue with Delivery,Create Outboound Delivery,,
N558,Procure to Pay,Inventory Management,Goods Issue with Delivery,Picking,,
N559,Procure to Pay,Inventory Management,Goods Issue with Delivery,Post Goods Issue,,
N560,Procure to Pay,Inventory Management,Warehouse,Transfer Order ,,
N561,Procure to Pay,Inventory Management,Warehouse,Stock Removal ,,
N562,Procure to Pay,Inventory Management,Warehouse,Confirmation,,
N563,Procure to Pay,Inventory Management,Scrap process,Manage Scrap material postings,,
N564,Procure to Pay,Inventory Management,Inventory Documents,Cancel Inventory Documents,,
N565,Procure to Pay,Inventory Management,Scrap process,Print Inventory Documents,,
N566,Procure to Pay,Inventory Management,Warehouse,Stock Overview,,
N567,Procure to Pay,Inventory Management,Gate Pass,Gate Pass Processing - Returnable,,
N568,Procure to Pay,Inventory Management,Gate Pass,Gate Pass Processing - Non -Returnable,,
N569,Procure to Pay,Inventory Management,Gate Pass,Print Gate Pass,,
N570,Procure to Pay,Inventory Management,Physical Inventory,Physical Inventory Creation in WM,,
N571,Procure to Pay,Inventory Management,Physical Inventory,Inventory Count / Recount in WM,,
N572,Procure to Pay,Inventory Management,Physical Inventory,Post Inventory Differences in WM,,
N573,Procure to Pay,Inventory Management,Physical Inventory,Post Inventory Differences in IM,,
N574,Procure to Pay,Inventory Management,Physical Inventory,Print Physical Inventory Documents,,
N575,Procure to Pay,External Service Management,Service Processing,Create Service Entry,,
N576,Procure to Pay,External Service Management,Service Processing,Approve Service Entry,,
N577,Procure to Pay,Accounts Payable,Advance Payment,Advance payment processing ,,
N578,Procure to Pay,Accounts Payable,Vendor Invoice Processing,Invoice posting for the received goods / service,,
N579,Procure to Pay,Accounts Payable,Vendor Invoice Processing,Credit note processing,,
N580,Procure to Pay,Accounts Payable,Vendor Invoice Processing,Debit note processing,,
N581,Procure to Pay,Accounts Payable,Vendor Invoice Processing,Payment Run,,
N582,Procure to Pay,Accounts Payable,Vendor Invoice Processing,Payment to the supplier,,
N583,Record to Report,Accounts Payable Processing,Master Data,Business Partner / Vendor Master Record,,
N584,Record to Report,Accounts Payable Processing,Bank Guarantee - Vendor,Bank Guarantee creation,,
N585,Record to Report,Accounts Payable Processing,Bank Guarantee - Vendor,Bank Guarantee on due date,,
N586,Record to Report,Accounts Payable Processing,Correspondence with Vendors,Correspondence with Vendors,,
N587,Record to Report,Accounts Payable Processing,Vendor Payments,Retention & deductions,,
N588,Record to Report,Accounts Payable Processing,Vendor Advances,Vendor Down Payment,,
N589,Record to Report,Accounts Payable Processing,Vendor Advances,Vendor Down Payment Clearing,,
N590,Record to Report,Accounts Payable Processing,Vendor balance setoff,Manual Clearing,,
N591,Record to Report,Accounts Payable Processing,Vendor balance setoff,Automatic Clearing,,
N592,Record to Report,Accounts Payable Processing,Vendor Incoming Invoices,Vendor Document Parking,,
N593,Record to Report,Accounts Payable Processing,Vendor Incoming Invoices,Parked Document Posting [Vendors],,
N594,Record to Report,Accounts Payable Processing,Vendor Incoming Invoices,Invoice Receipt,,
N595,Record to Report,Accounts Payable Processing,Vendor Incoming Invoices,Vendor Debit Note,,
N596,Record to Report,Accounts Payable Processing,Vendor Incoming Invoices,Document Reversal,,
N597,Record to Report,Accounts Payable Processing,Vendor Incoming Invoices,Mass Reversal,,
N598,Record to Report,Accounts Payable Processing,Vendor Payments,Vendor Payment Request,,
N599,Record to Report,Accounts Payable Processing,Vendor Payments,Release Payment request for Payment,,
N600,Record to Report,Accounts Payable Processing,Vendor Payments,Manual Outgoing Payments,,
N601,Record to Report,Accounts Payable Processing,Vendor Payments,Automatic Outgoing Payments - Cheque Printing,,
N602,Record to Report,Accounts Payable Processing,Vendor Payments,Automatic Outgoing Payments - bank Transfer (Payment file),,
N603,Record to Report,Accounts Payable Processing,Employee expenses (like Travel),Record Employee Expenses ,,
N604,Record to Report,Accounts Payable Processing,Accounts Payable Reports,Vendor Line Items report,,
N605,Record to Report,Accounts Payable Processing,Accounts Payable Reports,Agewise Analysis of vendor outstanding,,
N606,Record to Report,Accounts Payable Processing,Accounts Payable Reports,Vendor Balances report,,
N607,Record to Report,Accounts Receivable Processing,Master Data,Business partner / Customer Master Record,,
N608,Record to Report,Accounts Receivable Processing,Advance from Customer,Customer Down Payment,,
N609,Record to Report,Accounts Receivable Processing,Advance from Customer,Customer Down Payment Clearing,,
N610,Record to Report,Accounts Receivable Processing,Bad debts write off & provisions for doubtful debts,Bad debts write off ,,
N611,Record to Report,Accounts Receivable Processing,Bad debts write off & provisions for doubtful debts,Provisions for doubtful debts,,
N612,Record to Report,Accounts Receivable Processing,Bank Guarantee customer,Bank Guarantee creation,,
N613,Record to Report,Accounts Receivable Processing,Bank Guarantee customer,Bank Guarantee on expiry date,,
N614,Record to Report,Accounts Receivable Processing,Correspondence with Customers,Correspondence with Customers,,
N615,Record to Report,Accounts Receivable Processing,Customer Balance setoff,Manual Clearing,,
N616,Record to Report,Accounts Receivable Processing,Customer Balance setoff,Automatic Clearing,,
N617,Record to Report,Accounts Receivable Processing,Customer Outgoing Invoices,Customer Document Parking,,
N618,Record to Report,Accounts Receivable Processing,Customer Outgoing Invoices,Parked Document Posting [Customers],,
N619,Record to Report,Accounts Receivable Processing,Customer Outgoing Invoices,Outgoing Invoice,,
N620,Record to Report,Accounts Receivable Processing,Customer Outgoing Invoices,Customer Credit Memo,,
N621,Record to Report,Accounts Receivable Processing,Customer Outgoing Invoices,Document Reversal,,
N622,Record to Report,Accounts Receivable Processing,Customer Outgoing Invoices,Mass Reversal,,
N623,Record to Report,Accounts Receivable Processing,Customer Payments,Customer Payment Request,,
N624,Record to Report,Accounts Receivable Processing,Customer Payments,Release Payment request for Payment,,
N625,Record to Report,Accounts Receivable Processing,Customer Payments,Manual Incoming Payments,,
N626,Record to Report,Accounts Receivable Processing,Customer Payments,Automatic Incoming Payments,,
N627,Record to Report,Accounts Receivable Processing,Incoming payments,Partial Payment,,
N628,Record to Report,Accounts Receivable Processing,Incoming payments,Customer Retention,,
N629,Record to Report,Accounts Receivable Processing,Outgoing payments,Installment payment,,
N630,Record to Report,Accounts Receivable Processing,Dunning,Automatic Overdue reminder Notices,,
N631,Record to Report,Accounts Receivable Processing,A/R reporting,Customer Line Item Analysis,,
